timestamp,UserID,offer_id,event_type,tags
2025-02-18T06:29:00,713962233,offer_05,accept,"education,onboarding,starter"
2025-01-25T16:05:00,713962233,offer_01,accept,"cashback,savings,digital"
2025-02-14T13:09:00,785432733,offer_01,accept,"cashback,savings,digital"
2025-01-29T15:01:00,715190283,offer_02,accept,"travel,rewards,credit_card"
2025-02-02T01:18:00,708300483,offer_02,accept,"travel,rewards,credit_card"
2025-02-16T04:33:00,708300483,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-27T08:45:00,827111283,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-24T03:23:00,827111283,offer_02,accept,"travel,rewards,credit_card"
2025-02-07T20:12:00,758551608,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-13T11:24:00,773146383,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-20T23:04:00,778493808,offer_04,click,"loan,personal,quick_disbursal"
2025-02-12T15:42:00,720572508,offer_02,click,"travel,rewards,credit_card"
2025-02-07T11:30:00,712661433,offer_02,click,"travel,rewards,credit_card"
2025-01-04T13:35:00,789172683,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-14T09:29:00,789172683,offer_02,click,"travel,rewards,credit_card"
2025-02-05T09:16:00,738406533,offer_02,click,"travel,rewards,credit_card"
2025-03-06T06:12:00,738406533,offer_04,click,"loan,personal,quick_disbursal"
2025-03-08T21:09:00,799723908,offer_04,click,"loan,personal,quick_disbursal"
2025-02-24T10:16:00,799723908,offer_02,click,"travel,rewards,credit_card"
2025-02-14T20:23:00,771490833,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-28T05:11:00,720756708,offer_05,accept,"education,onboarding,starter"
2025-03-09T10:35:00,779471883,offer_01,click,"cashback,savings,digital"
2025-02-14T08:38:00,779471883,offer_05,click,"education,onboarding,starter"
2025-02-17T06:09:00,711525033,offer_05,click,"education,onboarding,starter"
2025-02-26T00:06:00,712813458,offer_02,click,"travel,rewards,credit_card"
2025-01-23T18:22:00,714374133,offer_02,accept,"travel,rewards,credit_card"
2025-02-04T21:37:00,714374133,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-18T11:10:00,717891558,offer_01,click,"cashback,savings,digital"
2025-03-04T17:33:00,716632758,offer_05,click,"education,onboarding,starter"
2025-02-27T03:10:00,768563658,offer_04,click,"loan,personal,quick_disbursal"
2025-03-07T15:26:00,711427458,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-08T11:04:00,711427458,offer_02,accept,"travel,rewards,credit_card"
2025-01-23T06:06:00,714091983,offer_02,accept,"travel,rewards,credit_card"
2025-02-20T07:47:00,787584108,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-20T07:51:00,712030833,offer_04,click,"loan,personal,quick_disbursal"
2025-01-28T02:24:00,711481533,offer_02,accept,"travel,rewards,credit_card"
2025-02-28T12:45:00,711481533,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-15T14:16:00,710082708,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-16T09:16:00,710082708,offer_02,click,"travel,rewards,credit_card"
2025-02-09T23:00:00,708155733,offer_02,accept,"travel,rewards,credit_card"
2025-01-11T18:52:00,788979258,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-15T23:43:00,788979258,offer_02,accept,"travel,rewards,credit_card"
2025-01-10T08:50:00,807986133,offer_02,accept,"travel,rewards,credit_card"
2025-03-04T20:39:00,807986133,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-12T19:10:00,788730933,offer_05,click,"education,onboarding,starter"
2025-02-08T01:21:00,711314058,offer_04,click,"loan,personal,quick_disbursal"
2025-02-21T10:15:00,711314058,offer_02,accept,"travel,rewards,credit_card"
2025-03-01T01:27:00,717975333,offer_04,click,"loan,personal,quick_disbursal"
2025-01-11T14:41:00,715971108,offer_04,click,"loan,personal,quick_disbursal"
2025-02-14T11:33:00,720096558,offer_05,accept,"education,onboarding,starter"
2025-01-31T14:28:00,720096558,offer_01,click,"cashback,savings,digital"
2025-01-08T21:05:00,719580033,offer_02,accept,"travel,rewards,credit_card"
2025-02-01T21:48:00,719580033,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-27T19:49:00,820582308,offer_02,accept,"travel,rewards,credit_card"
2025-02-20T04:52:00,820582308,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-16T17:50:00,789973308,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-05T08:51:00,712876233,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-18T23:44:00,804595158,offer_01,click,"cashback,savings,digital"
2025-02-15T14:48:00,714826758,offer_01,accept,"cashback,savings,digital"
2025-01-05T12:17:00,714826758,offer_05,click,"education,onboarding,starter"
2025-02-22T22:55:00,779058108,offer_04,click,"loan,personal,quick_disbursal"
2025-01-11T12:39:00,710790258,offer_02,accept,"travel,rewards,credit_card"
2025-02-22T17:13:00,715623483,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-28T23:36:00,715623483,offer_02,accept,"travel,rewards,credit_card"
2025-01-23T23:55:00,715156383,offer_02,click,"travel,rewards,credit_card"
2025-02-23T22:55:00,715156383,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-14T16:30:00,711013983,offer_02,accept,"travel,rewards,credit_card"
2025-02-11T15:53:00,711013983,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-03T03:12:00,755420433,offer_02,click,"travel,rewards,credit_card"
2025-02-05T23:33:00,755420433,offer_04,click,"loan,personal,quick_disbursal"
2025-02-12T23:09:00,794543958,offer_02,click,"travel,rewards,credit_card"
2025-03-07T14:25:00,716396358,offer_04,click,"loan,personal,quick_disbursal"
2025-02-18T14:55:00,715398033,offer_02,accept,"travel,rewards,credit_card"
2025-03-05T23:07:00,715398033,offer_04,click,"loan,personal,quick_disbursal"
2025-02-18T15:21:00,711743883,offer_05,accept,"education,onboarding,starter"
2025-02-21T06:30:00,711743883,offer_01,accept,"cashback,savings,digital"
2025-03-06T21:46:00,719720058,offer_04,click,"loan,personal,quick_disbursal"
2025-01-18T09:57:00,719720058,offer_02,click,"travel,rewards,credit_card"
2025-01-30T06:30:00,778992108,offer_04,click,"loan,personal,quick_disbursal"
2025-01-06T23:46:00,717539808,offer_01,accept,"cashback,savings,digital"
2025-01-31T01:59:00,717539808,offer_05,accept,"education,onboarding,starter"
2025-02-13T13:08:00,714070758,offer_02,accept,"travel,rewards,credit_card"
2025-01-22T12:49:00,714107958,offer_02,click,"travel,rewards,credit_card"
2025-01-28T19:44:00,789140283,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-23T03:21:00,789140283,offer_02,accept,"travel,rewards,credit_card"
2025-03-07T09:39:00,715550508,offer_04,click,"loan,personal,quick_disbursal"
2025-01-03T16:48:00,719712633,offer_01,accept,"cashback,savings,digital"
2025-01-28T10:58:00,772629333,offer_02,click,"travel,rewards,credit_card"
2025-02-02T14:49:00,772629333,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-02T02:12:00,720336708,offer_02,accept,"travel,rewards,credit_card"
2025-03-07T21:19:00,802013583,offer_02,accept,"travel,rewards,credit_card"
2025-02-21T17:58:00,711887583,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-07T00:01:00,714778833,offer_02,accept,"travel,rewards,credit_card"
2025-01-04T00:12:00,713843283,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-06T18:27:00,779155158,offer_02,accept,"travel,rewards,credit_card"
2025-02-05T02:12:00,779155158,offer_04,click,"loan,personal,quick_disbursal"
2025-03-03T00:49:00,721091583,offer_01,accept,"cashback,savings,digital"
2025-03-03T09:21:00,721091583,offer_05,accept,"education,onboarding,starter"
2025-01-25T22:28:00,713572683,offer_02,accept,"travel,rewards,credit_card"
2025-02-14T02:59:00,716657058,offer_05,accept,"education,onboarding,starter"
2025-02-22T02:31:00,716657058,offer_01,click,"cashback,savings,digital"
2025-01-01T18:40:00,779509983,offer_02,click,"travel,rewards,credit_card"
2025-01-29T19:04:00,717929133,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-16T17:09:00,808284783,offer_01,accept,"cashback,savings,digital"
2025-01-07T10:13:00,808284783,offer_05,accept,"education,onboarding,starter"
2025-02-27T22:59:00,708476808,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-30T10:42:00,710916408,offer_02,click,"travel,rewards,credit_card"
2025-02-03T00:49:00,710916408,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-25T09:01:00,708492558,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-05T17:41:00,708492558,offer_02,click,"travel,rewards,credit_card"
2025-01-31T20:23:00,799825758,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-05T15:38:00,799825758,offer_02,accept,"travel,rewards,credit_card"
2025-03-03T16:10:00,718619883,offer_05,click,"education,onboarding,starter"
2025-01-19T02:25:00,718619883,offer_01,accept,"cashback,savings,digital"
2025-02-12T09:53:00,711844758,offer_02,click,"travel,rewards,credit_card"
2025-02-23T18:17:00,711844758,offer_04,click,"loan,personal,quick_disbursal"
2025-02-22T03:16:00,714798783,offer_02,accept,"travel,rewards,credit_card"
2025-01-14T09:06:00,714798783,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-19T21:08:00,826762908,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-29T03:12:00,771894558,offer_02,accept,"travel,rewards,credit_card"
2025-02-07T20:27:00,721074183,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-12T15:28:00,715259583,offer_01,accept,"cashback,savings,digital"
2025-02-01T14:04:00,715259583,offer_05,click,"education,onboarding,starter"
2025-01-09T20:33:00,718414008,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-21T10:23:00,718414008,offer_02,accept,"travel,rewards,credit_card"
2025-01-31T01:49:00,719666283,offer_05,accept,"education,onboarding,starter"
2025-01-11T20:56:00,719666283,offer_01,accept,"cashback,savings,digital"
2025-02-24T05:48:00,714877233,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-01T09:17:00,714877233,offer_02,click,"travel,rewards,credit_card"
2025-01-16T20:09:00,785387883,offer_04,click,"loan,personal,quick_disbursal"
2025-01-24T00:28:00,771075258,offer_02,accept,"travel,rewards,credit_card"
2025-01-11T12:18:00,771075258,offer_04,click,"loan,personal,quick_disbursal"
2025-03-02T22:48:00,711318033,offer_02,click,"travel,rewards,credit_card"
2025-03-03T19:35:00,783554958,offer_04,click,"loan,personal,quick_disbursal"
2025-02-14T23:39:00,783554958,offer_02,accept,"travel,rewards,credit_card"
2025-01-11T11:33:00,720201033,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-28T03:38:00,720201033,offer_02,click,"travel,rewards,credit_card"
2025-03-03T01:49:00,718039683,offer_02,accept,"travel,rewards,credit_card"
2025-02-22T17:38:00,718039683,offer_04,click,"loan,personal,quick_disbursal"
2025-03-07T18:19:00,710806083,offer_01,click,"cashback,savings,digital"
2025-01-17T00:45:00,714752208,offer_01,accept,"cashback,savings,digital"
2025-01-26T15:44:00,714752208,offer_05,accept,"education,onboarding,starter"
2025-02-07T17:30:00,822063408,offer_02,accept,"travel,rewards,credit_card"
2025-03-07T13:59:00,822063408,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-31T12:18:00,714490308,offer_04,click,"loan,personal,quick_disbursal"
2025-01-14T15:15:00,713356833,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-17T01:33:00,713356833,offer_02,click,"travel,rewards,credit_card"
2025-03-03T06:59:00,711402333,offer_05,click,"education,onboarding,starter"
2025-01-04T16:21:00,711402333,offer_01,accept,"cashback,savings,digital"
2025-02-17T04:11:00,708296883,offer_02,click,"travel,rewards,credit_card"
2025-01-01T22:51:00,719154483,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-14T22:27:00,719154483,offer_02,accept,"travel,rewards,credit_card"
2025-01-24T08:48:00,717721458,offer_02,accept,"travel,rewards,credit_card"
2025-02-15T20:30:00,711112683,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-30T22:06:00,715674483,offer_01,click,"cashback,savings,digital"
2025-02-17T05:23:00,789322833,offer_01,click,"cashback,savings,digital"
2025-03-08T00:45:00,789968058,offer_04,click,"loan,personal,quick_disbursal"
2025-01-16T01:56:00,709919283,offer_04,click,"loan,personal,quick_disbursal"
2025-01-06T03:40:00,718744008,offer_05,accept,"education,onboarding,starter"
2025-01-20T04:40:00,767712558,offer_02,accept,"travel,rewards,credit_card"
2025-02-20T04:48:00,767712558,offer_04,click,"loan,personal,quick_disbursal"
2025-03-04T06:07:00,712950783,offer_01,accept,"cashback,savings,digital"
2025-03-02T06:56:00,716104983,offer_05,accept,"education,onboarding,starter"
2025-01-14T09:23:00,818839983,offer_02,click,"travel,rewards,credit_card"
2025-02-17T00:01:00,772288758,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-22T07:24:00,772288758,offer_02,click,"travel,rewards,credit_card"
2025-01-02T09:39:00,712350858,offer_02,click,"travel,rewards,credit_card"
2025-03-06T15:50:00,712350858,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-02T11:17:00,711009708,offer_04,click,"loan,personal,quick_disbursal"
2025-03-01T13:46:00,711009708,offer_02,click,"travel,rewards,credit_card"
2025-01-09T11:40:00,712720158,offer_02,click,"travel,rewards,credit_card"
2025-01-14T10:06:00,712720158,offer_04,click,"loan,personal,quick_disbursal"
2025-03-09T16:16:00,712215258,offer_04,click,"loan,personal,quick_disbursal"
2025-03-04T15:04:00,712215258,offer_02,accept,"travel,rewards,credit_card"
2025-02-17T01:18:00,773827008,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-05T16:42:00,773827008,offer_02,click,"travel,rewards,credit_card"
2025-02-18T03:35:00,795232683,offer_05,click,"education,onboarding,starter"
2025-01-23T03:28:00,713786508,offer_02,click,"travel,rewards,credit_card"
2025-03-04T12:38:00,713786508,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-09T03:00:00,713539833,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-11T09:21:00,713539833,offer_02,accept,"travel,rewards,credit_card"
2025-02-22T07:42:00,712454058,offer_02,accept,"travel,rewards,credit_card"
2025-03-09T17:58:00,712454058,offer_04,click,"loan,personal,quick_disbursal"
2025-01-02T11:26:00,718759833,offer_04,click,"loan,personal,quick_disbursal"
2025-01-06T16:17:00,718803333,offer_05,accept,"education,onboarding,starter"
2025-01-11T19:17:00,718803333,offer_01,accept,"cashback,savings,digital"
2025-02-02T00:48:00,720253908,offer_02,click,"travel,rewards,credit_card"
2025-02-11T20:35:00,720253908,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-15T14:26:00,714133158,offer_04,click,"loan,personal,quick_disbursal"
2025-01-03T09:55:00,713187033,offer_04,click,"loan,personal,quick_disbursal"
2025-01-10T17:04:00,714791208,offer_05,accept,"education,onboarding,starter"
2025-02-15T20:56:00,714791208,offer_01,accept,"cashback,savings,digital"
2025-01-26T23:58:00,772426383,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-08T23:37:00,710975883,offer_05,click,"education,onboarding,starter"
2025-02-09T00:10:00,714264408,offer_01,accept,"cashback,savings,digital"
2025-02-04T12:20:00,715827858,offer_05,accept,"education,onboarding,starter"
2025-01-20T17:35:00,713741358,offer_04,click,"loan,personal,quick_disbursal"
2025-03-10T12:14:00,713741358,offer_02,accept,"travel,rewards,credit_card"
2025-01-08T19:44:00,709531908,offer_04,click,"loan,personal,quick_disbursal"
2025-02-12T01:30:00,716493408,offer_02,accept,"travel,rewards,credit_card"
2025-01-18T23:44:00,714141108,offer_01,accept,"cashback,savings,digital"
2025-01-12T00:49:00,714141108,offer_05,click,"education,onboarding,starter"
2025-01-05T16:56:00,708953883,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-06T00:57:00,712608783,offer_02,accept,"travel,rewards,credit_card"
2025-02-11T03:19:00,820353558,offer_04,click,"loan,personal,quick_disbursal"
2025-02-26T02:11:00,820353558,offer_02,click,"travel,rewards,credit_card"
2025-02-15T22:43:00,714964758,offer_04,click,"loan,personal,quick_disbursal"
2025-02-05T15:23:00,716264358,offer_02,click,"travel,rewards,credit_card"
2025-01-04T19:44:00,716264358,offer_04,click,"loan,personal,quick_disbursal"
2025-01-13T17:51:00,717296808,offer_05,click,"education,onboarding,starter"
2025-02-16T18:45:00,717296808,offer_01,accept,"cashback,savings,digital"
2025-02-07T05:56:00,712977183,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-03T17:02:00,712977183,offer_02,click,"travel,rewards,credit_card"
2025-01-28T15:14:00,710829108,offer_02,click,"travel,rewards,credit_card"
2025-01-18T00:45:00,710829108,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-15T21:33:00,779562633,offer_04,click,"loan,personal,quick_disbursal"
2025-01-25T09:46:00,779562633,offer_02,accept,"travel,rewards,credit_card"
2025-01-29T07:31:00,715315833,offer_02,click,"travel,rewards,credit_card"
2025-02-24T16:36:00,815500983,offer_05,click,"education,onboarding,starter"
2025-01-02T04:57:00,719360583,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-06T16:00:00,709701558,offer_04,click,"loan,personal,quick_disbursal"
2025-02-20T21:33:00,721148358,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-15T13:38:00,721148358,offer_02,accept,"travel,rewards,credit_card"
2025-02-25T08:00:00,779862408,offer_02,accept,"travel,rewards,credit_card"
2025-03-05T17:25:00,812627208,offer_01,accept,"cashback,savings,digital"
2025-02-23T02:41:00,711033408,offer_01,click,"cashback,savings,digital"
2025-03-07T12:01:00,711033408,offer_05,click,"education,onboarding,starter"
2025-01-07T18:36:00,779956608,offer_02,accept,"travel,rewards,credit_card"
2025-03-05T18:48:00,779956608,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-17T18:41:00,780376683,offer_04,click,"loan,personal,quick_disbursal"
2025-03-04T09:21:00,717912483,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-22T23:12:00,714454758,offer_01,accept,"cashback,savings,digital"
2025-01-11T15:17:00,780466533,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-02T14:38:00,780466533,offer_02,click,"travel,rewards,credit_card"
2025-01-13T11:49:00,715735233,offer_01,accept,"cashback,savings,digital"
2025-02-26T02:03:00,720476733,offer_01,accept,"cashback,savings,digital"
2025-02-08T14:16:00,715872333,offer_02,accept,"travel,rewards,credit_card"
2025-02-01T03:46:00,712375758,offer_02,click,"travel,rewards,credit_card"
2025-01-27T08:14:00,708868233,offer_05,accept,"education,onboarding,starter"
2025-01-07T07:36:00,708868233,offer_01,accept,"cashback,savings,digital"
2025-01-21T02:09:00,718030083,offer_04,click,"loan,personal,quick_disbursal"
2025-02-06T18:48:00,720707283,offer_02,accept,"travel,rewards,credit_card"
2025-02-20T12:57:00,720707283,offer_04,click,"loan,personal,quick_disbursal"
2025-03-09T09:24:00,771698658,offer_02,click,"travel,rewards,credit_card"
2025-02-01T08:12:00,748326258,offer_04,click,"loan,personal,quick_disbursal"
2025-01-19T19:27:00,748326258,offer_02,click,"travel,rewards,credit_card"
2025-01-08T21:27:00,770817783,offer_02,accept,"travel,rewards,credit_card"
2025-02-18T17:50:00,779353083,offer_02,accept,"travel,rewards,credit_card"
2025-01-15T23:56:00,779353083,offer_04,click,"loan,personal,quick_disbursal"
2025-02-11T05:28:00,711441333,offer_05,click,"education,onboarding,starter"
2025-02-11T11:16:00,719808558,offer_05,accept,"education,onboarding,starter"
2025-02-19T21:30:00,719808558,offer_01,accept,"cashback,savings,digital"
2025-01-21T08:15:00,711551958,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-01T02:31:00,711551958,offer_02,click,"travel,rewards,credit_card"
2025-02-07T10:30:00,809164083,offer_02,click,"travel,rewards,credit_card"
2025-03-05T20:42:00,809164083,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-14T08:13:00,820596183,offer_02,click,"travel,rewards,credit_card"
2025-03-01T22:32:00,715999608,offer_05,accept,"education,onboarding,starter"
2025-03-07T04:45:00,710565408,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-24T23:56:00,805543158,offer_02,click,"travel,rewards,credit_card"
2025-01-18T09:18:00,709752183,offer_02,click,"travel,rewards,credit_card"
2025-03-01T22:25:00,709752183,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-13T21:20:00,716479233,offer_02,click,"travel,rewards,credit_card"
2025-01-12T13:51:00,713837058,offer_05,accept,"education,onboarding,starter"
2025-02-13T07:26:00,713837058,offer_01,click,"cashback,savings,digital"
2025-01-05T18:25:00,718876683,offer_05,accept,"education,onboarding,starter"
2025-01-18T10:42:00,770746908,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-05T09:27:00,794843883,offer_04,click,"loan,personal,quick_disbursal"
2025-03-06T15:35:00,803043933,offer_05,accept,"education,onboarding,starter"
2025-02-07T19:08:00,803043933,offer_01,click,"cashback,savings,digital"
2025-02-20T19:39:00,758076408,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-03T05:12:00,758076408,offer_02,click,"travel,rewards,credit_card"
2025-03-11T01:45:00,714606558,offer_01,click,"cashback,savings,digital"
2025-01-28T12:07:00,778425408,offer_02,accept,"travel,rewards,credit_card"
2025-02-22T06:44:00,778425408,offer_04,accept,"loan,personal,quick_disbursal"
2025-03-11T04:29:00,714171108,offer_02,accept,"travel,rewards,credit_card"
2025-01-05T06:42:00,719662458,offer_01,click,"cashback,savings,digital"
2025-03-10T23:57:00,719662458,offer_05,accept,"education,onboarding,starter"
2025-01-21T16:09:00,713137233,offer_04,click,"loan,personal,quick_disbursal"
2025-02-03T14:06:00,769425858,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-19T12:03:00,769425858,offer_02,accept,"travel,rewards,credit_card"
2025-01-17T19:50:00,711297483,offer_01,accept,"cashback,savings,digital"
2025-02-09T11:20:00,711297483,offer_05,accept,"education,onboarding,starter"
2025-02-06T13:17:00,788900883,offer_01,accept,"cashback,savings,digital"
2025-03-05T21:33:00,758348808,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-25T16:43:00,772336458,offer_02,click,"travel,rewards,credit_card"
2025-01-17T14:44:00,772336458,offer_04,click,"loan,personal,quick_disbursal"
2025-01-03T22:40:00,708711483,offer_04,accept,"loan,personal,quick_disbursal"
2025-02-03T12:38:00,717906783,offer_02,accept,"travel,rewards,credit_card"
2025-01-18T03:02:00,717906783,offer_04,click,"loan,personal,quick_disbursal"
2025-02-01T05:56:00,719437908,offer_04,click,"loan,personal,quick_disbursal"
2025-01-14T22:37:00,769433508,offer_02,click,"travel,rewards,credit_card"
2025-01-11T05:21:00,790096533,offer_02,click,"travel,rewards,credit_card"
2025-01-03T06:09:00,720997383,offer_02,accept,"travel,rewards,credit_card"
2025-02-12T03:08:00,720997383,offer_04,click,"loan,personal,quick_disbursal"
2025-01-22T19:17:00,787541883,offer_04,accept,"loan,personal,quick_disbursal"
2025-01-15T21:27:00,787541883,offer_02,accept,"travel,rewards,credit_card"
2025-01-09T03:41:00,709930758,offer_02,accept,"travel,rewards,credit_card"
2025-01-31T22:47:00,789830058,offer_04,click,"loan,personal,quick_disbursal"
2025-03-05T12:34:00,789830058,offer_02,click,"travel,rewards,credit_card"
2025-03-01T18:03:00,710299608,offer_01,accept,"cashback,savings,digital"
2025-02-07T01:52:00,710741208,offer_02,click,"travel,rewards,credit_card"
